"Property id","City","Location","Plot Number","Size","Floor","Accommodation","Possession","Price","Facing","PARK FACING","Corner","Description","Title","Builder name","Contact","Editor Choice","Folder Name","PHOTO TYPE","Image Link","THUMBNAL","","","","","","",""
"","GURGAON","SOUTH CITY 1","K219","360","3rd","4BHK","1M","3.65","NORTHWEST","NO","NO","	Near Huda City Centre Metro Station
	Near Fortis Hospital
	5 Min. Driving Distance form NH-8
	5 Min Driving Distance from Sector-29 Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SOUTH CITY 1 Gurgaon","SAHIL NARULA","7206842494","","","NORMAL","https://drive.google.com/drive/folders/1BUD8xZhToevvtdKisHfR-K-UZgF_jMZp?usp=share_link","","","","","","","",""
"","GURGAON","SOUTH CITY 1","K219","360","4th","4BHK","1M","3.7","NORTHWEST","NO","NO","	Near Huda City Centre Metro Station
	Near Fortis Hospital
	5 Min. Driving Distance form NH-8
	5 Min Driving Distance from Sector-29 Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SOUTH CITY 1 Gurgaon","SAHIL NARULA","7206842494","","","NORMAL","https://drive.google.com/drive/folders/1BUD8xZhToevvtdKisHfR-K-UZgF_jMZp?usp=share_link","","","","","","","",""
"","GURGAON","SOUTH CITY 1","N156","180","1st","3BHK","4M","1.8","SOUTHEAST","NO","NO","	Near Huda City Centre Metro Station
	Near Fortis Hospital
	5 Min. Driving Distance form NH-8
	5 Min Driving Distance from Sector-29 Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SOUTH CITY 1 Gurgaon","SAHIL NARULA","7206842494","","","NORMAL","https://drive.google.com/drive/folders/1FiiF_KRn9-hwda9bpcFA84fV_AkqM7C2?usp=share_link","","","","","","","",""
"","GURGAON","SOUTH CITY 1","N156","180","2nd","3BHK","4M","1.7","SOUTHEAST","NO","NO","	Near Huda City Centre Metro Station
	Near Fortis Hospital
	5 Min. Driving Distance form NH-8
	5 Min Driving Distance from Sector-29 Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SOUTH CITY 1 Gurgaon","SAHIL NARULA","7206842494","","","NORMAL","https://drive.google.com/drive/folders/1FiiF_KRn9-hwda9bpcFA84fV_AkqM7C2?usp=share_link","","","","","","","",""
"","GURGAON","SOUTH CITY 1","N156","180","3rd","3BHK","4M","1.7","SOUTHEAST","NO","NO","	Near Huda City Centre Metro Station
	Near Fortis Hospital
	5 Min. Driving Distance form NH-8
	5 Min Driving Distance from Sector-29 Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SOUTH CITY 1 Gurgaon","SAHIL NARULA","7206842494","","","NORMAL","https://drive.google.com/drive/folders/1FiiF_KRn9-hwda9bpcFA84fV_AkqM7C2?usp=share_link","","","","","","","",""
"","GURGAON","SOUTH CITY 1","N156","180","4th","3BHK","4M","1.75","SOUTHEAST","NO","NO","	Near Huda City Centre Metro Station
	Near Fortis Hospital
	5 Min. Driving Distance form NH-8
	5 Min Driving Distance from Sector-29 Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SOUTH CITY 1 Gurgaon","SAHIL NARULA","7206842494","","","NORMAL","https://drive.google.com/drive/folders/1FiiF_KRn9-hwda9bpcFA84fV_AkqM7C2?usp=share_link","","","","","","","",""
"","GURGAON","SOUTH CITY 1","B115","240","1st","3BHK","1M","2.5","WEST","NO","NO","	Near Huda City Centre Metro Station
	Near Fortis Hospital
	5 Min. Driving Distance form NH-8
	5 Min Driving Distance from Sector-29 Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SOUTH CITY 1 Gurgaon","ABHILAKSHYA RAKESH","9910600133","","","NORMAL","https://drive.google.com/drive/folders/1Dn3-dmdilhqU_KO0ULM019vNV66RqOuD?usp=share_link","","","","","","","",""
"","GURGAON","SOUTH CITY 1","B115","240","4th","3BHK","1M","2.8","WEST","NO","NO","	Near Huda City Centre Metro Station
	Near Fortis Hospital
	5 Min. Driving Distance form NH-8
	5 Min Driving Distance from Sector-29 Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SOUTH CITY 1 Gurgaon","ABHILAKSHYA RAKESH","9910600133","","","NORMAL","https://drive.google.com/drive/folders/1Dn3-dmdilhqU_KO0ULM019vNV66RqOuD?usp=share_link","","","","","","","",""
"","GURGAON","SECTOR 43","676","204","1st","3BHK","READY","1.8","SOUTHWEST","YES","NO","	Near Golf Course Road
	Near Rapid Metro
	Near Galleria Market
	Near Supermart Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SECTOR 43 Gurgaon","RAJIV NARULA","9899147500","","","360 DEGREE","https://drive.google.com/drive/folders/1ueYb2OqZ5pW6SQpIPFa7T5a4xUuThZ9q?usp=share_link","","","","","","","",""
"","GURGAON","SECTOR 43","676","204","2nd","3BHK","READY","1.75","SOUTHWEST","YES","NO","	Near Golf Course Road
	Near Rapid Metro
	Near Galleria Market
	Near Supermart Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SECTOR 43 Gurgaon","RAJIV NARULA","9899147500","","","360 DEGREE","https://drive.google.com/drive/folders/1ueYb2OqZ5pW6SQpIPFa7T5a4xUuThZ9q?usp=share_link","","","","","","","",""
"","GURGAON","SECTOR 43","676","204","3rd","3BHK","READY","1.75","SOUTHWEST","YES","NO","	Near Golf Course Road
	Near Rapid Metro
	Near Galleria Market
	Near Supermart Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SECTOR 43 Gurgaon","RAJIV NARULA","9899147500","","","360 DEGREE","https://drive.google.com/drive/folders/1ueYb2OqZ5pW6SQpIPFa7T5a4xUuThZ9q?usp=share_link","","","","","","","",""
"","GURGAON","SECTOR 43","676","204","4th","3BHK","READY","1.95","SOUTHWEST","YES","NO","	Near Golf Course Road
	Near Rapid Metro
	Near Galleria Market
	Near Supermart Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SECTOR 43 Gurgaon","RAJIV NARULA","9899147500","","","360 DEGREE","https://drive.google.com/drive/folders/1ueYb2OqZ5pW6SQpIPFa7T5a4xUuThZ9q?usp=share_link","","","","","","","",""
"","GURGAON","SECTOR 43","748","204","1st","3BHK","READY","1.95","NORTHWEST","NO","NO","	Near Golf Course Road
	Near Rapid Metro
	Near Galleria Market
	Near Supermart Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SECTOR 43 Gurgaon","SANJAY KUMAR","9810069075","","","360 DEGREE","https://drive.google.com/drive/folders/1LW_SGbyZPeGbaHl1ogJULEM_QOwuqjF5?usp=share_link","","","","","","","",""
"","GURGAON","SECTOR 43","748","204","2nd","3BHK","READY","1.85","NORTHWEST","NO","NO","	Near Golf Course Road
	Near Rapid Metro
	Near Galleria Market
	Near Supermart Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SECTOR 43 Gurgaon","SANJAY KUMAR","9810069075","","","360 DEGREE","https://drive.google.com/drive/folders/1LW_SGbyZPeGbaHl1ogJULEM_QOwuqjF5?usp=share_link","","","","","","","",""
"","GURGAON","SECTOR 43","748","204","3rd","3BHK","READY","1.85","NORTHWEST","NO","NO","	Near Golf Course Road
	Near Rapid Metro
	Near Galleria Market
	Near Supermart Market
	Wardrobe in Each Room with attached washrooms
	Modular Kitchen
	Italian Marble
	Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SECTOR 43 Gurgaon","SANJAY KUMAR","9810069075","","","360 DEGREE","https://drive.google.com/drive/folders/1LW_SGbyZPeGbaHl1ogJULEM_QOwuqjF5?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 4","5809","270","1st","3BHK","READY","3.5","NORTHWEST","NO","NO"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in DLF PHASE 4 Gurgaon","TARUN AGGARWAL","9811420209","","","360 DEGREE","https://drive.google.com/drive/folders/124t0kuqgTufQIcYyLSxRg9K_pyQswgNx?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 4","5809","270","2nd","3BHK","READY","3.5","NORTHWEST","NO","NO"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in DLF PHASE 4 Gurgaon","TARUN AGGARWAL","9811420209","","","360 DEGREE","https://drive.google.com/drive/folders/124t0kuqgTufQIcYyLSxRg9K_pyQswgNx?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 4","5809","270","3rd","3BHK","READY","3.4","NORTHWEST","NO","NO"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in DLF PHASE 4 Gurgaon","TARUN AGGARWAL","9811420209","","","360 DEGREE","https://drive.google.com/drive/folders/124t0kuqgTufQIcYyLSxRg9K_pyQswgNx?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 4","5809","270","4th","3BHK","READY","3.75","NORTHWEST","NO","NO"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in DLF PHASE 4 Gurgaon","TARUN AGGARWAL","9811420209","","","360 DEGREE","https://drive.google.com/drive/folders/124t0kuqgTufQIcYyLSxRg9K_pyQswgNx?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 4","6402","270","2nd","3BHK","READY","3.25","SOUTHEAST","NO","YES"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in DLF PHASE 4 Gurgaon","KULDEEP SINGH","9810067947","","","360 DEGREE","https://drive.google.com/drive/folders/1PKoZr4I2mCxTW0_LgVvUeC-3JCoZOnnY?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 4","7207","270","1st","3BHK","READY","3.7","NORTH","NO","NO"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in DLF PHASE 4 Gurgaon","AMIT BAWA","9971797420","","","360 DEGREE","https://drive.google.com/drive/folders/1nrk5_q8Ze6dziiqH-BKXruTgP5W_IIt1?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 4","7419","270","3rd","3BHK","READY","2.9","NORTHEAST","NO","NO"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in DLF PHASE 4 Gurgaon","PRAVEEN CHAUHAN","9312255511","","","360 DEGREE","https://drive.google.com/drive/folders/1e8wXRCytjmsdwZfL0h5Rs90bpqPi42d3?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 1","A4/1","500","1st","4BHK","READY","5.7","SOUTHEAST","NO","YES"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in DLF PHASE 1 Gurgaon","AVDHESH RAJPUT","9811178632","","","360 DEGREE","https://drive.google.com/drive/folders/1Bsp5JBNzx_x_lkRkDaNd898iRdZc-xhZ?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 1","A4/1","500","2nd","4BHK","READY","5.5","SOUTHEAST","NO","YES"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in DLF PHASE 1 Gurgaon","AVDHESH RAJPUT","9811178632","","","360 DEGREE","https://drive.google.com/drive/folders/1Bsp5JBNzx_x_lkRkDaNd898iRdZc-xhZ?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 1","A4/1","500","3rd","4BHK","READY","5.5","SOUTHEAST","NO","YES"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in DLF PHASE 1 Gurgaon","AVDHESH RAJPUT","9811178632","","","360 DEGREE","https://drive.google.com/drive/folders/1Bsp5JBNzx_x_lkRkDaNd898iRdZc-xhZ?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 1","A4/1","500","4th","4BHK","READY","6","SOUTHEAST","NO","YES"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in DLF PHASE 1 Gurgaon","AVDHESH RAJPUT","9811178632","","","360 DEGREE","https://drive.google.com/drive/folders/1Bsp5JBNzx_x_lkRkDaNd898iRdZc-xhZ?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A220","418","1st","4BHK","READY","5","NORTH","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","UJJWAL JAIN","9717232494","","","360 DEGREE","https://drive.google.com/drive/folders/1AEGnAE0gEJB3DVuwTlhs-Q9qWaWgF_zc?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A545A","500","3rd","4BHK","READY","5","NORTH","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","RAKESH NARULA","9810645382","","","360 DEGREE","https://drive.google.com/drive/folders/1rFpED-PDWFh4Ahc_SgduKQ120Z6sDRTC?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A545A","500","4th","4BHK","READY","5.5","NORTH","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","RAKESH NARULA","9810645382","","","360 DEGREE","https://drive.google.com/drive/folders/1rFpED-PDWFh4Ahc_SgduKQ120Z6sDRTC?usp=share_link","","","","","","","",""
"","GURGAON","DLF PHASE 1","B18/3","270","3rd","3BHK","READY","3.5","SOUTHWEST","NO","NO"," Near Golf Course Road
 Near Rapid Metro
 Near Galleria Market
 Near Supermart Market
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in DLF PHASE 1 Gurgaon","PARVEEN CHANDA","9311040340","","","360 DEGREE","https://drive.google.com/drive/folders/10rjipVDvx1dDUZcDxLxGJEvW2fN8fnKm?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C2/1A","670","1st","4BHK","READY","6.25","SOUTH","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","ADITYA GUPTA JMD","9810306760","","","360 DEGREE","https://drive.google.com/drive/folders/1uDB_Zh9sYgUo5x0eQNNrX69O5fCilGkT?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C2/1A","670","2nd","4BHK","READY","6","SOUTH","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","ADITYA GUPTA JMD","9810306760","","","360 DEGREE","https://drive.google.com/drive/folders/1uDB_Zh9sYgUo5x0eQNNrX69O5fCilGkT?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C2/1A","670","3rd","4BHK","READY","6","SOUTH","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","ADITYA GUPTA JMD","9810306760","","","360 DEGREE","https://drive.google.com/drive/folders/1uDB_Zh9sYgUo5x0eQNNrX69O5fCilGkT?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C2/1A","670","4th","4BHK","READY","6.5","SOUTH","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","ADITYA GUPTA JMD","9810306760","","","360 DEGREE","https://drive.google.com/drive/folders/1uDB_Zh9sYgUo5x0eQNNrX69O5fCilGkT?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C2/11A","418","3rd","4BHK","READY","4","NORTHWEST","YES","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","SONAM MEHTA","8014700000","","","360 DEGREE","https://drive.google.com/drive/folders/1g_b4bbYjMvXbDYQ1watYsrEkV0HSnV5E?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C2/11A","418","4th","4BHK","READY","5","NORTHWEST","YES","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","SONAM MEHTA","8014700000","","","360 DEGREE","https://drive.google.com/drive/folders/1g_b4bbYjMvXbDYQ1watYsrEkV0HSnV5E?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C306","215","1st","3BHK","READY","2.05","WEST","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","TYAGI C1/2948","9990766052","","","360 DEGREE","https://drive.google.com/drive/folders/1CBlwaDNLDHhzajZYNmPXEyETeUcxYlMG?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C306","215","4th","3BHK","READY","2.15","WEST","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","TYAGI C1/2948","9990766052","","","360 DEGREE","https://drive.google.com/drive/folders/1CBlwaDNLDHhzajZYNmPXEyETeUcxYlMG?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C345","300","1st","4BHK","READY","3.65","WEST","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","MANDEEP SINGH JOHAR","9811303032","","","360 DEGREE","https://drive.google.com/drive/folders/17RBPnt2jT0-WItxR5LlOr2q0lAU6XlsT?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C345","300","2nd","4BHK","READY","3.35","WEST","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","MANDEEP SINGH JOHAR","9811303032","","","360 DEGREE","https://drive.google.com/drive/folders/17RBPnt2jT0-WItxR5LlOr2q0lAU6XlsT?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C345","300","3rd","4BHK","READY","3.35","WEST","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","MANDEEP SINGH JOHAR","9811303032","","","360 DEGREE","https://drive.google.com/drive/folders/17RBPnt2jT0-WItxR5LlOr2q0lAU6XlsT?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C477B","300","1st","4BHK","READY","3.4","SOUTH","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","RISHABH MALHOTRA","9811031031","","","360 DEGREE","https://drive.google.com/drive/folders/1EzcRLOu3IwuCYJzvEITX6GhhkOk9Wwm9?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","C477B","300","3rd","4BHK","READY","3.2","SOUTH","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","RISHABH MALHOTRA","9811031031","","","360 DEGREE","https://drive.google.com/drive/folders/1EzcRLOu3IwuCYJzvEITX6GhhkOk9Wwm9?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","B639","500","1st","4BHK","READY","4.75","EAST","NO","NO"," Near Golf Course Road
 Walking Distance to Vyapar Kendra Market
 500 mtr Distance Galleria Market
 250 mtr Distance Supermart Market
 1 KM Distance from HUDA City Center Metro Station
1 KM Distance From Fortis Hospital
 Wardrobe in Each Room with attached washrooms
 Modular Kitchen
 Italian Marble
 Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Available for Sale in SUSHANT LOK -1 Gurgaon","SHIVA THAKUR","9999369439","","","360 DEGREE","https://drive.google.com/drive/folders/1z91BJ9RmdessKEi1XfjBngEqJSKO4Zw4?usp=share_link","","","","","","","",""
