"Property id","City","Location","Plot Number","Size","Floor","Accommodation","Possession","Price","Facing","PARK FACING","Corner","Description","Title","Builder name","Contact","Editor Choice","Folder Name","PHOTO TYPE","Image Link","THUMBNAL","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A231","280","2nd","4BHK","8M","3.45","NORTH","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","KAPIL ARORA BUILDER","9810079730","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A231","280","3rd","4BHK","8M","3.45","NORTH","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","KAPIL ARORA BUILDER","9810079730","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A231","280","4th","4BHK","8M","3.85","NORTH","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Luxury Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","KAPIL ARORA BUILDER","9810079730","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A267","1000","3rd","5BHK","6M","12.5","EAST","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","SABHARWAL","9873644484","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A267","1000","4th","5BHK","6M","12.5","EAST","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","SABHARWAL","9873644484","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A444","977","1st","5BHK","6M","Price on Request","SOUTH","YES","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","AMIT MBH","9953434361","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A444","977","2nd","5BHK","6M","Price on Request","SOUTH","YES","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","AMIT MBH","9953434361","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A444","977","3rd","5BHK","6M","Price on Request","SOUTH","YES","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","AMIT MBH","9953434361","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A444","977","4th","5BHK","6M","Price on Request","SOUTH","YES","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","AMIT MBH","9953434361","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A547A","500","1st","4BHK","6M","6.1","NORTH","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","XTROD DESIGNS","8800000166","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A547A","500","2nd","4BHK","6M","5.5","NORTH","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","XTROD DESIGNS","8800000166","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A547A","500","3rd","4BHK","6M","5.5","NORTH","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","XTROD DESIGNS","8800000166","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A547A","500","4th","4BHK","6M","6.4","NORTH","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Ultra Luxury Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","XTROD DESIGNS","8800000166","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A548","813","1st","5BHK","18M","Price on Request","NORTH","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","VIKAS BUILDERS","9817761509","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A548","813","2nd","5BHK","18M","Price on Request","NORTH","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","VIKAS BUILDERS","9817761509","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A548","813","3rd","5BHK","18M","Price on Request","NORTH","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","VIKAS BUILDERS","9817761509","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A548","813","4th","5BHK","18M","Price on Request","NORTH","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","VIKAS BUILDERS","9817761509","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A565C","500","2nd","4BHK","1M","5.25","NORTH","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Luxury Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","AMIT BATRA","9871774175","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A565C","500","3rd","4BHK","1M","5.25","NORTH","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","AMIT BATRA","9871774175","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A565C","500","4th","4BHK","1M","5.5","NORTH","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","AMIT BATRA","9871774175","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A569","813","1st","5BHK","8M","Price on Request","SOUTH","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","NITIN AGGARWAL","9650234146","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A569","813","2nd","5BHK","8M","Price on Request","SOUTH","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","NITIN AGGARWAL","9650234146","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A569","813","3rd","5BHK","8M","Price on Request","SOUTH","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","NITIN AGGARWAL","9650234146","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A569","813","4th","5BHK","8M","Price on Request","SOUTH","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","5BHK Super Ultra Luxury Brand New Builder Floor for Sale in Sushant Lok-1,Gurgaon","NITIN AGGARWAL","9650234146","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A607A","300","1st","4BHK","5M","Price on Request","SOUTH","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","GAGAN PREET SINGH","9811356140","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A607A","300","2nd","4BHK","5M","Price on Request","SOUTH","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","GAGAN PREET SINGH","9811356140","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A607A","300","3rd","4BHK","5M","Price on Request","SOUTH","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","GAGAN PREET SINGH","9811356140","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A607A","300","4th","4BHK","5M","Price on Request","SOUTH","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Ultra Luxury Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","GAGAN PREET SINGH","9811356140","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A619","418","2nd","4BHK","2M","4","WEST","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Luxury Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","SHYAM GOSWAMI","9625004948","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A643","215","1st","3BHK","2M","2.7","WEST","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","AKSHAY","9810447820","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A643","215","2nd","3BHK","2M","2.6","WEST","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","3BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","AKSHAY","9810447820","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A643","215","3rd","3BHK","2M","2.6","WEST","NO","YES"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","3BHK Super Ultra Luxury Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","AKSHAY","9810447820","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A695","418","1st","4BHK","4M","5.5","EAST","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","DEEPAK MEHRA","9810288648","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A695","418","2nd","4BHK","4M","4.9","EAST","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","DEEPAK MEHRA","9810288648","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A695","418","3rd","4BHK","4M","4.9","EAST","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Luxury Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","DEEPAK MEHRA","9810288648","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A695","418","4th","4BHK","4M","6","EAST","NO","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","DEEPAK MEHRA","9810288648","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A725","300","1st","4BHK","10M","Price on Request","EAST","YES","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","DHEERAJ VIJ","9899068551","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A725","300","2nd","4BHK","10M","Price on Request","EAST","YES","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","DHEERAJ VIJ","9899068551","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A725","300","3rd","4BHK","10M","Price on Request","EAST","YES","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Ultra Luxury Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","DHEERAJ VIJ","9899068551","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
"","GURGAON","SUSHANT LOK -1","A725","300","4th","4BHK","10M","Price on Request","EAST","YES","NO"," Near Golf Course Road
  Walking Distance to Vyapar Kendra Market
  500 mtr Distance Galleria Market
  250 mtr Distance Supermart Market
  1 KM Distance from HUDA City Center Metro Station
 1 KM Distance From Fortis Hospital
  Wardrobe in Each Room with attached washrooms
  Modular Kitchen
  Italian Marble
  Chimney & Hob with Exhaust FAN","4BHK Luxury Brand New Builder Floor Availabe for Sale in Sushant Lok-1,Gurgaon","DHEERAJ VIJ","9899068551","","","NORMAL","https://drive.google.com/drive/folders/197H2J4yH9TLYHJMEQcDCuaqDVw_x6kOq?usp=share_link","","","","","","","",""
